今日影视,#genre#
龙华戏剧,http://ali.hlspull.yximgs.com/live/2c3d94bef74f54208baa63454e168c9b.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b10e2cc4f6b00e2ebc3151278de043eef58ad132dbe23cba6765bfb807e81f58f5accb885
龙华电影,http://ali.hlspull.yximgs.com/live/417e3e8ef6ad5873b1decd2d5fdc7550.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b16b0c84e6151b8ebc314477ade083bec02fe1629eb74cdf77758aed571d7f9dd5accb885
龙华影剧,http://ali.hlspull.yximgs.com/live/e42edc3defde6ff2754902373f6ca914.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b47b5cd4e3657b3eac044427bdd566aed57fa4675b822cca47158fcd527dbfdd95accb885
龙华洋片,http://ali.hlspull.yximgs.com/live/27ecd04957c814a54154a58d7d5dec91.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b10b69a483604b4b790154526da046dea54fe4778e925c7f7755affd22381f5dc5accb885
龙华卡通,http://ali.hlspull.yximgs.com/live/1a4e97571e7435e2a235c6e378d4a5a0.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b13e0cb4e6b03b5b99447112ad80569ed01fd4179eb269aa07506ae8227d7addd5accb885
龙华经典,http://ali.hlspull.yximgs.com/live/fd92f1065786035cf343a2dd10452639.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b44e5c6193405b0b890151e28db0339bc06fc467fe9229bf7730efe8374d4ffd45accb885
三立都会台,http://ali.hlspull.yximgs.com/live/e6455631c37976e9823c945bf6ef1618.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b47b7cb1e6702b3bfc6111127dc0669e658fd412fb124caf12408afd077d4fdd55accb885
三立都会台,http://ali.hlspull.yximgs.com/live/58d39762b744e0ff9a0ac1db6a1ddae2.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b17b99b186b03b6bcc715122a8e006ab959ae422deb219bf1745ffbd22283a9df5accb885
三立综合台,http://ali.hlspull.yximgs.com/live/565e0a2071bf883e576e461a12488079.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b17b7ca4e6255b2be92134478d3083fba55f84429bc26cef2730cfe8e7ed2fbd45accb885
三立台湾台,http://ali.hlspull.yximgs.com/live/668470c094daec1f1ed70de8c8f0277a.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b14b7c71f6504e3be9c16427f8e533db951aa167bb8749aab2106ac8674d5fb8c5accb885
三立台湾台,http://ali.hlspull.yximgs.com/live/6b5aefa6ef87ca7338fc1b789ee68cbd.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b14e3ca4a3752e1b8c0441e2988513bec53f7142fb972c8ab7b5baf807e81ae895accb885
三立台湾台,http://ali.hlspull.yximgs.com/live/3a1975ce03c6120771be3c90a374ff15.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b11e0ce126501e3eb95114528da023ce857fe1029bb73c6a3230dfd822084fdd85accb885
三立台湾台,http://ali.hlspull.yximgs.com/live/19937410ebafae3c0083d3bfaca05f3b.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b13b8c6186500b1bec04047788a553fbc50ff4a7fec239df5235dab867384ff8f5accb885
三立戏剧台,http://ali.hlspull.yximgs.com/live/a99ace92547a14caf384722ec6a19e18.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b43b8c64a3151b9bc9016117fda046fbe06fc4a78bf22cdf62108ab877f87fdd55accb885
三立新闻台,http://ali.hlspull.yximgs.com/live/202e1212d03d8d331301025485d760fd.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b10b1cd4e6306b1bcc112157ad3543fec51fc427db822caa77a0bae8170d2aa895accb885
三立iNEWS,http://ali.hlspull.yximgs.com/live/7797a84e3b1638f0b395ade3b3f8c622.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b15b6c61c330cb4eb96401728d8086aef02fc4b79e9749aa0200dac8e25d4fedf5accb885
三立国际台,http://ali.hlspull.yximgs.com/live/3a0ec6190a377377a50d805b20dcbd98.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b11e0cf4e3102b1b795431529dc033be801fa4228b020caf1700eaed52486f5d55accb885
中天新闻,http://ali.hlspull.yximgs.com/live/a0dc74fda4168a5746246bea372c73cb.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b43b19b486500e6eac4161728d35139e854f94078be729af27109f8d571d1af8f5accb885
CTI+中天2台,http://ali.hlspull.yximgs.com/live/bd120d958d7f6930ff652b2ff8ade6c3.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b40e5ce196250b9bb9d461178dd093fef06a94479ba72cdf52406abd223d4afde5accb885
中天娱乐,http://ali.hlspull.yximgs.com/live/92d6763e92cb283f52d858d1e4659fb3.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b1bb39b1d6502b3eb9c10457cd9083fb955fd1674bd289ba2270afc837f84aede5accb885
纬来综合,http://ali.hlspull.yximgs.com/live/043350b3a82bfecaa97bf152e7e15a11.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b12b5cc186704e2bdc41a147c8d556fbe01f6452eee21caa12709af877383fddc5accb885
纬来精彩,http://ali.hlspull.yximgs.com/live/ae5b6594ecfac36c3cbfcd680da9d848.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b43e4ca496401b9bac041407f88033abc53ac102aeb74c9ab725aab8f22daf8d55accb885
纬来戏剧,http://ali.hlspull.yximgs.com/live/b449e45c28f6a7dde022a15779b96405.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b40b5cb123700b5ed971a40288a0768bb05ff407ee921caa47507a88f70d6fcd85accb885
纬来日本,http://ali.hlspull.yximgs.com/live/8a71d03028a45873f68e237c5a56a6fd.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b1ae0c81a3604b3be971a472ade083bec06f94a29ba23c8f0775fff8027d4aa895accb885
纬来育乐,http://ali.hlspull.yximgs.com/live/ec7d6090a6158402d0eefacee9774585.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b47e2c84f6404b9bec414172bd3043ced04ff1729ee719cf62707fd8172d7f4d85accb885
纬来电影,http://ali.hlspull.yximgs.com/live/d3fab5d02363bf0673a56b29a633d55c.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b46b2994a3001e4be9711102d89563ce957fc1379be72cdaa2308f98522d7f98e5accb885
纬来体育,http://ali.hlspull.yximgs.com/live/8561808f830fc9752bbb27e4ca367f97.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b1ab4c91a6a04b8e89d11167888093bea52ad102eba279aa7215ff9807184f5da5accb885
纬来体育,http://ali.hlspull.yximgs.com/live/e3afee02e4928ef4130a0d1eb16cadb7.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b47b29e4d3751b0bcc0161f2cd3556aeb51fc422db874cef6200ffcd52786aeda5accb885
八大第一台,http://ali.hlspull.yximgs.com/live/7c3d587ac79f44551c124d7451c7c247.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b15e2cc4f670cb7efc6151f78df0439ea51ac437ebc74c8a7770fa98125d0f8da5accb885
八大戏剧台,http://ali.hlspull.yximgs.com/live/a2db399484a6e810e439e500b40d5e5e.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b43b39b49610db9ba9d1647288e083def05fb4175ed25cfa3200afad27387f9885accb885
八大综合台,http://ali.hlspull.yximgs.com/live/35c439efdb957b4bb6e2cca1cad01760.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b11b49c1f610de5e8c1401f2bdc5238bd02f9177eeb739ea2215fae8677d5fadd5accb885
八大娱乐台,http://ali.hlspull.yximgs.com/live/8b074eaf1aec49023f09141eb56cc705.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b1ae3cf1c6651e1e89443437ddf093ced53a94275b924cef6200bfcd525d5fcd85accb885
TVBS新闻台,http://ali.hlspull.yximgs.com/live/795bb2441c4e4c22e36903f0bc9bb729.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b15b8ca493006b4ba9441127bdf533eed05fc4475b82399a3205df3d424d5fed45accb885
TVBS精采台,http://ali.hlspull.yximgs.com/live/c4cf7aefa61e00002a27b7d8575a56c6.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b41b59c4d6555e5e8c414177bdb003cef52ae407bea279bab7709ffd773d4afdb5accb885
TVBS欢乐台,http://ali.hlspull.yximgs.com/live/3663e270f5bd4274e9053c3ad3a344e7.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b11b7c9183706b7bec317447adf023beb05f64279bb73ccf2260dab8572d6a9da5accb885
TVBSHD,http://ali.hlspull.yximgs.com/live/61c2f7661fbe119b86318c84af4f4a51.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b14b09c193403b6b89444447bda0135bd58f9417db073c7a72358fed07283f9dc5accb885
TVBS NEWS,http://ali.hlspull.yximgs.com/live/8199f570d7d1801a9c91b4a3af995290.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b1ab0c6123401b7bec115422fd3003dbe59ac4b7dea249ea02358f38f73d0f5dd5accb885
靖天日本台,http://ali.hlspull.yximgs.com/live/d81e6075fa99e8054b2863f2b0900b79.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b46b9ce4e6404b7bbc3431f278e083cea54ad4074be2399a1200ef3867680fbd45accb885
靖洋卡通台,http://ali.hlspull.yximgs.com/live/5794c15b4d9ff9a72116fbb1f19335b9.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b17b6c61f3105b5ec91461f788d096de852fe437aee729da2240ff38575d7aed45accb885
靖天电影台,http://ali.hlspull.yximgs.com/live/74ca0f50b7373781ba1601fe0eec5853.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b15b59c4a6252b5bec7151529d80734ee02ae437ab82199f6725bafd573daf9de5accb885
靖天国际台,http://ali.hlspull.yximgs.com/live/59a2371feefd5e98682bd11f316d71e1.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b17b89e196103b1e8c047407ade5535e756f7402eec21cef5710ffcd271d3a9dc5accb885
靖天戏剧台,http://ali.hlspull.yximgs.com/live/47ed9bd1ce009c8d96cf40269697493b.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b16b69a4f6b56e4bfc647162ed25334bb59f9112abc20cda57b08f38172dbff8f5accb885
靖天育乐台,http://ali.hlspull.yximgs.com/live/567325399cbd5598456c2b535f685bae.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b17b7c8186001b3b79c41447ade0535e754fa442fba72caa07758fc8e7380ad885accb885
靖天欢乐台,http://ali.hlspull.yximgs.com/live/afd530d0294e2e436cff060b50412c0d.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b43e79b1e6104e4be971b127bd95538ec56ac142ab826cff1770efe877481fc895accb885
LUXE TV,http://ali.hlspull.yximgs.com/live/ce5abd8364658f7dc87fbb70e877e258.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b41e4ca4a3050b8bd9316102bd3563bbb03f7452aea72c8a32706fd8123d0f9d55accb885
Trvl旅游台,http://ali.hlspull.yximgs.com/live/c2137ad5e3d7e220e16b68231ac58dc8.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b41b3ce186555e4bbc01142298e023eef05fe442ebe28cda0735fa9837e86afd55accb885
美食星球,http://ali.hlspull.yximgs.com/live/582af2068c051fdce54ad2848d01768c.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b17b9cd4a3406b0b89d41162bda5668bc05fa462dec22c7a77a5afa8771d4f48e5accb885
亚洲旅游台,http://ali.hlspull.yximgs.com/live/b35e7a34d4d40dc0a3ad73ec03fafabf.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b40b2ca4e6555b3bac116422adb546fef01fc1328bf239af0720dacd72083ae8b5accb885
亚洲旅游台,http://ali.hlspull.yximgs.com/live/b39fe659eefc74a00914f4d386ec20d6.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b40b2c64d3702b5b7c047407ddc046def50f64378ee249ba07a08afd574d2a8db5accb885
EYETV旅游,http://ali.hlspull.yximgs.com/live/d34bd498636008d1cb00ce321bfa35fb.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b46b2cb493600b9b69311102edb0868ee03ad427ceb75cca1735cacd775d7aa8f5accb885
EYETV戏剧,http://ali.hlspull.yximgs.com/live/b66a143420b1a1e5d939df9a4315ecaf.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b40b7c94a6300b3ba9712442f8a0169ea04f64175ec76c6f2760dfb832381ad8b5accb885
NBA TV,http://ali.hlspull.yximgs.com/live/605f8ce918a7ef996859a16d175eff53.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b14b1ca4d6a57e5b7941a47298e5635e656f74775e921c9f77309ffd32084f9de5accb885
ELEVEN1,http://ali.hlspull.yximgs.com/live/7d5c86346a3ba128ab57db8dbaec1eea.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b15e5ca486a02b3ba9343157c8a013ee701ad477bec72c7f7205fafd57787a98c5accb885
ELEVEN2,http://ali.hlspull.yximgs.com/live/7d5c86346a3ba128ab57db8dbaec1eea.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b15e5ca486a02b3ba9343157c8a013ee701ad477bec72c7f7205fafd57787a98c5accb885
ELTA日韩,http://ali.hlspull.yximgs.com/live/b10eebe2d0c4961001759a7928ad0217.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b40b0cf4e3756e5bcc112452ad2063def50fe4579b171c8aa7006abd276d0fdda5accb885
ELTA影剧,http://ali.hlspull.yximgs.com/live/6b76871d2d3fc22cbbcb5d3663c553dd.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b14e3c81d6a03b1ea9746157888023ebc02ad112ebd74cca5740da98373d1a8895accb885
ELTA综合,http://ali.hlspull.yximgs.com/live/a7b373adba9a50610dd78a26779dc592.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b43b69d186507e1eac7431f7fde003aee50ab167bb071cda57509f3d225d7f5df5accb885
ELTA娱乐,http://ali.hlspull.yximgs.com/live/a2e05ff83aec6db46d3ec843293fcad9.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b43b39a1b6752e6b69643437ddd546eeb56ab4129eb28cba07007f9d02583a8d45accb885
ELTA生活旅游,http://ali.hlspull.yximgs.com/live/114c341155c49538cee42a246a65618e.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b13b0cb486100b1bf9017452ad2053fe703aa1778ba71cda7745ffc8370d3f4885accb885
ELTA体育1,http://ali.hlspull.yximgs.com/live/402fd86b4979489a5bbd6a03285ea1ad.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b16b1cd4d360cb6ec911b1127df0835be55ad1028be71cfa07006ffd327d3ad895accb885
ELTA体育2,http://ali.hlspull.yximgs.com/live/89509ab0a4410fd82cd66e8f1b5e6bf0.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b1ab8ca1b6b55e2bec416122fdb5668e752ac167abe75c7f5735cffd37080aadd5accb885
ELTA体育2,http://ali.hlspull.yximgs.com/live/7c0f2a160c97558a68b60ce7674fd900.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b15e2cf4d6055b1b895411f29de0534be56f7107ab8739aa47409fed022dbfcdd5accb885
ELTA体育3,http://ali.hlspull.yximgs.com/live/cf0568d6ea28c65a935beed98fdf3835.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b41e7cf1e640ce4b8c0431426880639be59fc472eed759baa7a58aed075daffd85accb885
ELTA体育3,http://ali.hlspull.yximgs.com/live/834071dfedfe2051789bf72fb86cbf9d.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b1ab2cb1b6505e4e8c046407bd90039ee57f74b2eee27cdf52006fcd52484f5895accb885
ELTA体育4,http://ali.hlspull.yximgs.com/live/9146c45564b5d3ba05dc54a9b01158dc.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b1bb0cb1d3100b5bb9316442b8f036ebe50fa162fbd249eaa200efb8773daa88e5accb885
ELTA体育MAX1,http://ali.hlspull.yximgs.com/live/b727c2bdc3d1cb0c90f95050e6a905fb.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b40b6cd1c3106e2eac611422f88523cbc59ff1475bd20caa32708ab8f76d7aa8f5accb885
ELTA体育MAX4,http://ali.hlspull.yximgs.com/live/553dea6a77c657a47643695cb6c0f7cc.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b17b4cc4f3755b6ef92154528de076deb57f9467fbe29caf02008a98620d5af8e5accb885
博斯运动1,http://ali.hlspull.yximgs.com/live/1d4e2d8937541cfb7cbcc6b27313b592.flv?token=512df05ba47fda40410d75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b13e5cb4e6050b8b79615132ada536abd57ac102feb269da1750dfb8524d7f5df5accb885
